"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"AZE","Azerbaijan",2318.66598499433,2367.73620175635,2525.38006091237,2782.64722815762,3005.22223255099,3385.5127273497,3772.94378267173,4163.19998698029,4638.12476816102,5158.39459385476,6737.14620835883,9233.68079666208,11718.5267261314,12956.834046821,13976.1096357098,14677.1648204193,14804.5744507911,15957.7188502849,17188.9455056612,17443.8782563093,14938.4011276715,14371.0227410092,14121.4069355591,14550.7628169318,15052.7938701564,14479.7054094424
"BHS","Bahamas",22069.78193012,23109.5516501455,24844.1903544162,23725.0901841055,26685.2867178191,28034.1965161346,28956.8955024979,29715.6952831507,29363.121938633,29869.4063424936,31261.773574933,32401.6259235917,33117.6050712001,32373.492644525,30728.818092197,31090.5816457788,31522.0202333876,32216.6977983187,31650.4390099407,33248.1132875149,33937.418758978,34338.5195561543,35917.7570326171,37416.9722554382,37973.2472481629,32538.5691640828
"BHR","Bahrain",37036.2528728687,38249.1391315648,39039.8972345777,40105.0411441848,40910.717381933,42181.9060430048,42094.5814216923,41932.5835516097,42860.4822233235,44185.3385399123,45400.8527009258,46200.6358641054,47532.8591584055,47847.6152454812,46498.8434018951,46872.9477813149,47377.4983094697,50675.6210184322,51494.4117178119,51101.9770222914,45575.7835718316,44768.9709139461,47709.7780156397,47503.0619389863,47228.1000429956,43755.8556176084
"BGD","Bangladesh",1072.43267805205,1117.4005820648,1163.61727695224,1212.18822440359,1261.3446181521,1331.54842861048,1403.12621854246,1453.26225725918,1523.79747808748,1620.42505311916,1753.87460797871,1901.71670067808,2065.15477333591,2206.51037075368,2309.56363735967,2439.06962718124,2620.83379040874,2937.6287981042,3143.58550275239,3368.05616403141,3555.50525970603,3848.95766369191,4160.70332471531,4547.48001638788,4954.76184812582,5138.65321028685
"BRB","Barbados",10078.5789284835,10627.5884452609,11282.3994233985,11784.2040669881,11944.635696516,12705.1228737181,12630.94303922,12887.8262164847,13368.3499351522,13873.8960912826,14816.1172972448,16098.2105334943,16820.353282898,17190.9462185782,16374.5150748113,16127.8113837512,16304.3824246065,15310.1139268025,15334.8282457896,15175.4956415237,15510.6612056616,15951.9586760888,15789.0411622149,16051.2558119276,16300.422208391,13349.5703762278
"BLR","Belarus",3851.68347772947,4045.62609197246,4606.52243533804,5072.46925512,5344.6582135647,5808.35742587087,6248.21138224153,6709.84550284634,7367.19377907469,8489.48408699124,9642.42979250313,10994.7667382994,12317.4565015173,13885.7467207654,14054.106018462,15360.1478975791,16563.2014078209,18105.2867180444,18994.1901887615,19008.0610153147,18095.6651782737,17785.9431970966,18356.1007741722,19430.2787724315,20094.5258122074,20239.2018200072
"BEL","Belgium",22434.7069001259,22738.4488691093,23732.272246394,24368.9136857593,25440.8411888638,27784.5715041684,28788.0628411374,30282.2886450283,30932.8525095624,32063.0803240468,33177.8909458158,35259.1867115805,36791.2004331501,37883.3319417819,37749.5095365743,39840.0881958103,40942.372710454,42290.7620520019,43671.11959259,44929.685593416,46200.904454307,48597.3999826201,50442.2705419624,52528.1185388814,54269.5140327442,53088.9687981348
"BLZ","Belize",4561.87439010303,4564.07958010805,4638.53291735883,4682.89801898922,4978.75590071533,5558.96822664365,5765.98287471288,5963.26135829195,6467.38049826304,6781.22227577658,6945.2678234197,7306.60713099128,7347.21502657259,7554.68790845639,7438.92310574861,7563.89656837941,7684.82986218843,7272.83658727039,7227.21356304606,7190.08610834646,7235.7101776584,7236.93095940656,7193.63430990345,7436.04610686127,7558.56791733533,6457.63655827566
"BEN","Benin",1471.71348281243,1515.05087727884,1581.94183297317,1614.62755479689,1675.24479478343,1759.72035685933,1837.80533245199,1894.9988812774,1936.88097220494,2015.63776609052,2052.52885319768,2135.26376995317,2258.49268078074,2347.92432443978,2353.63289269548,2364.11963636531,2416.32736232359,2498.4957725647,2669.68821953416,2833.41275279485,2886.82913718973,3004.80780499086,3044.51715620319,3236.670417183,3426.32965445391,3505.42435394004
"BTN","Bhutan",2085.27331279348,2213.30278682262,2329.87652653368,2439.44096823651,2609.77483186744,2696.37839136602,2923.11646372663,3229.50883026657,3480.08417066715,3723.4617282224,4056.15255166907,4412.51005792387,5302.73422031415,5608.4944604718,5972.87056933915,6693.51591287704,7295.85332842291,7912.14464450907,7989.68917892584,8666.45572463658,9500.65071564979,10457.244384538,11142.4746724654,11620.9159001164,12366.526476148,11130.2162290607
"BOL","Bolivia, Plurinational State of",2948.96798214243,3070.71018905109,3215.09304209064,3347.60994402812,3344.22854407412,3437.61642755021,3504.7363793401,3580.81433483703,3677.6399759058,3863.45202084525,4086.37610778823,4335.38171739243,4575.66423712888,4868.44264066933,4986.4579138539,5167.11031871591,5460.25705795265,5921.64890711782,6624.80592182792,7056.82836431613,7133.87314496226,7499.77274089787,8423.69755843668,8863.34916107392,9093.43165872246,8275.49149666446
"BIH","Bosnia and Herzegovina",1142.14294603017,2235.41323073404,3081.08469426658,3603.49238339083,3996.80101014108,4598.15511157158,4791.89579244824,5196.52975386123,5461.78244298326,5949.36093891037,6479.64575355988,7414.01942076698,8196.49631368481,9028.85859514751,9028.63350729932,9348.26456908985,9976.49077413797,10304.0244805857,11016.5504511762,11433.1904283714,12010.7594974624,13072.1830096742,13753.8374426837,14918.4755742994,15711.3947372916,15591.6331077813
"BWA","Botswana",6760.38467008799,7113.36913320501,7661.63533052521,7607.40486555349,8282.31041162849,8461.96702260085,8507.00035088127,9004.94805006357,9431.86518960247,9772.37954062074,10339.5028934892,11311.7552206419,12311.8116601007,13055.4875794492,11912.9166996517,12862.4913329131,13729.859269143,13091.9801216906,14168.0821766891,15702.8727461301,14639.5584289553,16638.5204979364,15948.0320233624,16611.9043872002,17039.2621878762,15458.4826403021
"BRA","Brazil",8085.72289855934,8282.98833758118,8582.06953149375,8575.87545352509,8611.90238580662,9060.78866695732,9260.76838093081,9568.06602729728,9733.77330392262,10445.3471782104,10988.9611484477,11642.4470546838,12549.9309993023,13312.7667574522,13269.1221073249,14299.5551384925,15040.0610864372,15046.2901818178,15588.7261289147,15718.5649500141,14744.1136344695,14256.163385421,14524.6135408174,15020.4382238881,15388.234915991,14835.4149268998
"BRN","Brunei Darussalam",64148.3733184218,65546.7484476954,64190.1631172206,63099.2411459933,64532.5146382727,66439.1367194862,68349.9303844996,70717.7790012773,72755.3211265061,73808.3213789057,75214.167116211,79772.8905497993,81012.9900947598,80036.7459938278,78298.5229939319,80280.0244489225,83935.2257151622,88245.9583498698,83788.5108927602,81371.2308691448,62540.6252209261,56297.2267116989,60994.5315563275,61839.1175656081,64724.1324324328,65612.7020622772
"BGR","Bulgaria",7738.8436379966,6846.98433922176,5750.43943730777,6177.65365376397,5807.81170069875,6421.95913484706,6958.97841729051,7786.4484224601,8416.98366742999,9201.50412778876,10291.4377739545,11408.1180610219,12811.3587714533,14335.7146000831,14181.1546844467,14956.4871777211,15747.0853813627,16327.8726078533,16647.0063974042,17616.913178474,18391.9274727456,20074.3762957132,21469.9454411605,23015.8611225757,24497.6272661983,24564.2636854692
"BFA","Burkina Faso",704.016789633638,774.169949536173,814.789720723018,859.734955268716,910.580353379181,921.939176749921,976.160879295841,1005.42999058038,1072.46713586937,1117.46483140297,1215.57325780426,1291.48579644952,1339.73764860948,1401.95772721559,1411.12752844523,1502.10404736947,1586.57116112236,1619.39942588838,1683.10583320456,1692.30324218467,1713.52013591224,1895.29506603366,2044.38698676758,2168.66221320779,2267.50663763582,2274.01683192965
"BDI","Burundi",555.019815618797,513.698302151897,509.357390733055,534.023852953706,529.283026766492,527.080874650023,537.359461223141,554.944847680609,541.763919368898,565.042746654446,569.274971643531,598.507597533049,615.229559660846,636.332024089182,644.105174174961,663.05448953244,681.971621284674,690.687841656639,740.983221098929,777.041241495558,841.646025860003,796.944083373075,773.572858670972,779.808175667897,783.451983198669,771.163242451307
"KHM","Cambodia",789.484011861279,826.021368350287,850.046996473844,876.438631811553,977.948740884257,1075.4102030522,1164.58064562477,1237.65377684645,1344.62396744375,1499.08623618028,1723.31431659366,1936.88290122022,2159.6246093729,2314.46201172789,2299.38688435977,2427.24450158608,2611.30634889515,2868.73751520968,3045.59096086616,3185.33627228952,3388.7376383038,3675.03861980999,3928.37393363069,4259.20311888739,4574.40302707687,4421.48061058849
"CMR","Cameroon",1719.70644882616,1776.56652181282,1840.96903059972,1899.43516911127,1961.97387521356,2028.82559144813,2106.63429185235,2177.16850000849,2276.83140075992,2436.45533313286,2499.66951977028,2601.50065969807,2711.60981878851,2765.93176436338,2781.28985080513,2816.79742422742,2892.44839355173,2958.69262357735,3129.85863840047,3312.54006384035,3395.62896070874,3527.16537164694,3665.11785084879,3800.97126711913,3901.14195980824,3867.51923959627
"CAN","Canada",25258.8605604948,25258.8605604948,25258.8605604948,26319.6741635104,27841.3533496575,29362.0841609786,30230.8029655917,30963.0530022941,32349.9436608677,33925.7067319515,36327.2286544972,38119.4131958397,39575.3097484091,40376.3068799056,38865.4134577266,40099.4482394377,41666.7076267956,42290.9654102745,44298.5787342765,45753.7505547994,44670.0805385838,46472.3402486315,48317.1745835151,49992.7622757708,49299.21177121,46572.1374328364
"CPV","Cape Verde",1747.1956456787,1934.75764195207,2141.13862103331,2387.45416122879,2642.84007734944,3032.19718269795,3113.16097707704,3273.95008970364,3420.20063315025,3813.68919727303,4146.06695277215,4552.22942052653,5316.85498281318,5711.2759169575,5613.7465582812,5692.54910540752,5966.84799990471,5818.90305855813,5792.91983252115,5748.09623755065,5994.40710298456,6322.91323439408,6643.17989182913,7028.99309072646,7475.12251980896,6376.64235225228
"CAF","Central African Republic",655.478003865365,624.204956216318,652.435841337507,674.282029515057,692.203698323647,674.440851650532,704.222542934992,725.61483382938,684.955920314678,730.746977650051,745.573232390044,789.209642056639,831.608980433439,849.941050174164,916.187705564127,958.921104128334,1012.65740130414,1102.02752561172,738.474892262448,720.324109649209,787.012906484635,851.072671306351,912.803045335037,955.513744292128,985.112041352215,987.644512608383
"TCD","Chad",738.261042273502,742.905780658187,772.053296977481,806.37083985593,783.830536457343,765.583256899893,841.131895065803,891.92272257169,1002.79535771602,1325.09610042437,1545.73941230712,1547.58505903577,1586.39517827262,1612.14549869414,1637.80434115976,1819.69507191267,1797.74979651577,1730.79396361338,1569.05870411625,1677.0903310444,1820.0599087617,1664.51258599391,1587.03232784726,1614.16828691983,1646.42839054023,1602.35842405352
"CHL","Chile",7340.24887490611,7998.9475890838,8623.71876309557,8981.59184094406,8959.91907579782,9538.07527842726,9962.27424960842,10319.9453639356,10839.9597259037,11810.2433203001,12746.5896892724,15753.960100542,16941.829833598,16501.8098843876,16159.6071479987,18161.809244628,20342.5614772748,21507.6925702008,22439.2732478546,22786.6427713304,22698.5456555447,23437.5925260305,24470.7036237008,25714.1394249978,25395.4977729202,25110.1595407625
"CHN","China",1861.38829441591,2061.82428516269,2269.2014013591,2451.15280360163,2653.97362585327,2920.56079076815,3210.00939572914,3534.84912978684,3937.31287532441,4425.87419106099,5053.94579810189,5836.57343667871,6810.60390010026,7574.22445504338,8307.84951896429,9253.76518771214,10292.9404780675,11168.6972979775,11872.4973811617,12480.3385303781,12897.5022868592,13483.3772665319,14243.5326108491,15497.3599948376,16653.338843518,17210.7648899624
"COL","Colombia",6397.80664582717,6531.43469155337,6758.27056919241,6758.52574907649,6460.90682665561,6690.37375083775,6843.73903680457,7018.08201847342,7319.54321218707,7806.05050932725,8324.75468840448,9035.56563955056,9781.97040788477,10179.2448415524,10258.9708392748,10731.645914959,11604.102283016,12018.6512847411,12727.764931531,13307.4245015783,13265.7972569151,13812.0960563446,14171.3205005648,15044.0553365323,15688.6333779317,14931.0468506417
"COM","Comoros",1609.20803280688,1573.70671221599,1622.15080355529,1618.1620589992,1630.49703427557,1801.76413418643,1838.35545633933,1865.26716452511,1894.19995695565,1936.00679812712,2004.64086829639,2069.87974361153,2091.74198352579,2165.07542529474,2197.80866358571,2252.87770644599,2337.02761944511,2511.50597918595,2636.47297637723,2716.82752451541,2709.56253991486,2863.85204380798,3032.26213308112,3146.90174765251,3188.1754621661,3153.13132864823
"COG","Congo",3488.56178632378,3600.74436203108,3538.74488510838,3606.21467879067,3462.03062975465,3699.22840624596,3813.74770850913,3938.43223058317,3929.60019058186,4052.51320216562,4363.25091354379,4695.68828973156,4350.75200478212,4555.98509014028,4959.39624417032,5349.82956075429,5428.24153532541,6335.78575193988,6069.00098516396,5931.1339160899,4639.74451767185,3839.96160000024,4234.65988322969,4022.74881361541,3987.49015807688,3622.31719971339
"COD","Congo, the Democratic Republic o",568.970871553612,557.620819710138,522.6318231139,508.073564625148,481.907230503917,447.082160419758,435.076432921769,441.820273107902,460.770125695347,489.420095076424,518.840324513769,545.151387440003,575.749076420598,603.287907483324,604.844173462366,633.913133471598,668.940881028426,669.567442630972,753.485168060936,849.760818562134,905.45059935323,963.66927221216,1059.81076228861,1111.9657900707,1144.38102852206,1141.81913252064
"CRI","Costa Rica",6498.76876156747,6546.78537307213,6865.12040575859,7273.0219841163,7527.64789973075,7838.4399168426,8142.67203460157,8414.65774949844,8805.39497374121,9305.99188360408,9836.96227015174,10727.2032806153,11760.0655163335,12392.2856767078,12219.9404904944,12863.8495103757,13545.9317746231,14321.5183732954,15005.9193570501,16067.3307687659,17090.796576083,19075.0044670019,20347.0347715873,21319.0439930828,22511.300668619,22132.4694702624
"CIV","Cote d'Ivoire",2808.30587952194,2983.00123881239,3226.87587633343,3302.21768557448,3295.30686656077,3273.82866717885,3196.19244473659,3088.7238462639,2934.71765054852,3045.53566172633,3105.32367160543,3219.15055011122,3269.45713696621,3415.09339388131,3484.50843196153,3679.6009110919,3470.92983406896,3558.63106764748,3867.32387620621,4319.57865464426,4652.88961920098,4726.98073995015,4830.75051522678,5154.33170207433,5432.99260799494,5465.51454383176
"HRV","Croatia",8075.77969012893,8827.54124180988,9558.5388097749,9910.37288775229,9960.33853072506,10683.6035193701,11655.644078154,12769.7752890383,13682.122115102,14675.2614480684,15436.6444120023,17595.7572055905,19493.2350774676,20921.5405553163,20149.5095665253,19967.213732615,21014.7388041606,21397.4867786553,22081.0977857438,22325.0765880566,23301.2728639377,25210.9829651516,27154.0846858541,28877.2382842567,30543.996342705,28780.2145408938
"CUB","Cuba",,,,,,,,,,,,,,,,,,,,,,,,,,
"CYP","Cyprus",17087.0455549047,17314.8723806456,17780.684444518,18758.6969158051,19662.714224745,21288.5098267129,22861.8854833861,23556.4086128116,24279.6775935031,25944.854103442,27763.1536288336,30015.4141242199,32881.5458154318,34830.2361796726,33884.8799401104,33423.5009757311,33313.5766982193,31834.5182131095,30375.09107743,30080.2301574798,31815.2740406778,35719.1905721204,38287.9691989983,40559.0787908584,42339.0200489255,39373.4106830248
"CZE","Czech Republic",13852.1499044007,14685.6935317916,14824.6595234413,14977.7220609734,15396.3117820518,16235.4806329245,17621.0541268449,18252.5727653685,19538.0704015253,20932.0784185044,22095.3878539836,23923.7038826992,26282.375491299,27974.487131849,27761.5091540229,27881.9679972276,29001.3680365492,29254.7312685144,30818.1081558477,32502.4753540118,33899.2865661657,36097.7052556977,38824.8879170919,41135.4929835656,42847.0047376207,41608.0253519702
"DNK","Denmark",22684.2526714422,23734.8315577158,24928.4029270327,25814.0591230284,26653.8239044055,28658.1249551454,29437.3103446499,30640.3456230968,30820.3892235438,32938.692099664,34150.1594558945,37334.3901608479,39006.2023239418,41278.3268270571,40331.4068810678,43003.0545921155,44403.3848413929,44803.9682421214,46726.8541437832,47901.4473627066,49045.3391904109,51976.0057060956,55356.680780178,57482.9623999067,58700.9746656312,60229.9147703017
"DJI","Djibouti",4103.94120366257,4103.94120366257,4103.94120366257,4103.94120366257,4103.94120366257,4103.94120366257,4103.94120366257,4103.94120366257,4103.94120366257,4103.94120366257,4103.94120366257,4103.94120366257,4103.94120366257,4103.94120366257,4103.94120366257,4103.94120366257,4103.94120366257,4103.94120366257,4103.94120366257,4289.03424993655,4574.44985165724,4692.55068910026,4885.20503911992,5339.26107514241,5768.83108992215,5781.76292104254
"DMA","Dominica",5229.00845943356,5503.3533115728,5751.84724577107,6071.29279551137,6212.18036708086,6516.29143017317,6652.96393727246,6551.18517229743,7070.25843973391,7451.80800128178,7713.17410884693,8300.62876800022,9054.99374766821,9884.01154811376,9840.2388784557,10017.7618724744,10199.1242353027,9946.83026464519,10145.9193773568,10909.3766283126,11141.2010963286,11949.5340594635,11304.0433278877,11804.345863069,12892.0210996239,10853.2283538083
"DOM","Dominican Republic",4934.24445602333,5235.5440725326,5708.18806401178,6062.52134609187,6414.73934955343,6760.12887876537,6973.54280520399,7295.05736783111,7226.72128148795,7506.73376097639,8356.00840221911,9274.89754992466,10098.6989654173,10491.6151457835,10539.3989175546,11410.3534599665,11869.1230948161,11900.4850051553,12482.1621152034,13475.0111677589,14740.8268674233,16109.8636711409,16735.3644228294,18137.0523994947,19191.5803869457,17935.6560682971
"ECU","Ecuador",5633.4608933139,5712.30054649025,5940.06615116382,6077.54063035609,5758.07590573662,5838.9025248881,6094.3518297918,6332.18587423771,6513.29940403056,7117.17066810899,7598.9506417776,8037.88613710275,8294.64314944288,8845.55389092678,8818.67952261285,9090.31005023095,9857.52052282788,10311.4045972003,11153.6852119041,11713.1759081751,11060.2862685275,11034.26917908,11617.9122190573,11839.3432355586,11851.4654079335,10895.7721826617
"EGY","Egypt",4461.84539725326,4675.13316125631,4920.25443768011,5149.25902611649,5431.88583058427,5794.12525654866,6015.09573582915,6139.67898913655,6334.5712788004,6648.42901856206,7033.91892170753,7606.75573398818,8219.48274929236,8820.71650563293,9131.49909819552,9522.50916306002,9686.0462638774,11092.7432596071,11221.3803859221,10895.9431672625,11512.4021442637,11192.3730101321,11014.4864791744,11639.2390898864,12260.7205373863,12607.0039529995
"SLV","El Salvador",3898.03073900632,3958.47283228388,4114.94528757089,4233.70193010349,4352.34872052089,4466.89622730258,4574.67101474036,4692.30731825899,4828.40190238636,4977.80679954569,5247.31155659359,5615.68672543057,5848.36915211128,6063.1485118757,5956.67744591121,6126.97339476277,6465.8084892608,6541.21616386338,6877.14637566515,7233.1952211983,7597.68917351694,8038.62979428837,8454.05216690571,8822.5507744192,9147.26106629205,8420.48620512522
"GNQ","Equatorial Guinea",1263.42658818172,2063.89673121455,5049.63677286571,6071.11552128622,7429.80526624845,8617.7350665838,13808.0231851848,16076.1818922544,17891.3194541957,24283.6950092741,27963.363619494,29646.2863921709,33506.4476563378,38407.9243001727,37447.9232203122,32965.864655974,34279.977000164,37570.6353966964,34766.0438762572,33696.2164869995,24042.3530728913,20458.778595283,22550.958161123,20875.478210598,19285.0362474418,17940.5207903315
"ERI","Eritrea",1258.1221544904,1404.72365640027,1543.82033168704,1580.77081522997,1581.6082988375,1528.58365866223,1639.99834733719,1642.45989228575,1553.45551980097,1547.72245393989,1575.14228517438,1556.66015549904,1578.902664939,1420.73827020827,1459.83008378832,1485.19749586246,1625.50767298855,1625.50767298855,1625.50767298855,1625.50767298855,1625.50767298855,1625.50767298855,1625.50767298855,1625.50767298855,1625.50767298855,1625.50767298855
"EST","Estonia",6476.32772150478,6889.81006053367,7979.37772588548,8450.57759846529,8412.06677647343,9421.29142254113,10314.2628230149,11663.2715046648,13132.5807216854,14536.3474111754,16634.8927393745,19345.3147116353,22195.1975941957,22802.3421764634,20477.8524315004,21619.4545478307,24557.2361475947,25996.0467779508,27464.5186781161,28945.4653303277,29175.9259267894,31312.7522996878,33821.93290847,36249.3581462876,37851.3007726135,37645.2213607112
"ETH","Ethiopia",412.961295498846,458.039059871862,466.471079510767,442.219479027356,458.305593695785,482.884385700578,519.271669909084,520.339286837525,503.972469824918,571.403661559689,640.658143594136,711.587039630853,792.35361271386,870.715266913154,928.62556339917,1028.32375916808,1134.78450923447,1213.59597169934,1283.57044925133,1513.70323628954,1657.34470426365,1878.81268193814,2021.56290796009,2154.02087685878,2315.34773012818,2422.8120855231
"FJI","Fiji",5057.03316187587,5335.15377846353,5255.16072530184,5333.52674130282,5841.72997338111,5836.70323240337,6062.25449769842,6344.80659829273,6520.69538201286,7035.74951726276,7272.41971049843,7573.56300502875,7634.16881846066,7777.73869404715,7653.44494047449,7914.10092561106,8263.04546194271,8839.51586223556,9536.32634910738,11346.9457863033,12412.3506858719,12631.9122008691,13429.3006222384,14178.5633985018,14262.9995440375,12078.843228545
"FIN","Finland",19576.5681238016,20082.3382341327,21794.4866492782,23576.9460340082,24767.280673451,26784.7064716385,27795.6749302444,28605.1223159604,29051.48643326,31201.734943443,32051.7940038456,34455.1053330327,37838.3401920009,40083.6972699668,37972.270046867,38956.4722165393,40916.8385790274,40873.0953326066,41493.1416470359,41757.4021894413,42497.7049785783,44934.4482077785,47570.133583848,49580.6051952837,50321.5396907229,50517.027362262
"FRA","France",20766.7016373766,21352.8819915166,22243.734348473,23359.4487258962,24307.5028056354,26090.6344736521,27490.0517282233,28523.8861886505,28172.6956506635,29060.4509858357,30498.5768807102,32468.5415789063,34121.3438805071,35095.2656832956,34678.0623193739,35902.9031102393,37440.6334729758,37679.1189105924,39523.8551519345,40144.0268283679,40849.9973780501,42924.613626021,44577.0645745394,46576.6018489382,49072.3638300842,46991.1820282957
"GAB","Gabon",14240.382842491,14648.8353520846,15374.2630286529,15692.9970899439,14146.9415796728,13852.3502868003,14117.6989406454,13968.8225732337,14199.3111976553,14315.1090497268,14755.3704074531,14366.1874865316,15187.9208196455,14517.8476438716,14177.1735316114,14837.0170141476,15638.7471684984,15356.2354244887,15114.3775115057,15370.9679935145,14699.5360478349,14286.1897045921,15006.8440374987,15097.6916533021,15577.9187568638,15106.3663756107
"GMB","Gambia",1649.8828348456,1665.05345221885,1723.92259932013,1749.54395404232,1830.73347312239,1913.77573032594,2004.7378453993,1908.25810730943,2011.81075527716,2142.75816430151,2091.54609446881,2078.64229154324,2134.51896463704,2244.4966090246,2341.67944907236,2434.88717523517,2215.75710377647,2199.77775031536,2121.48963271537,2027.03635591229,2066.85935860117,2068.74780128011,2072.64683284207,2209.89259276595,2319.00114098602,2275.05625030963
"GEO","Georgia",1883.17962314604,2211.25756292787,2568.64333036437,2745.29680458997,2924.39145540716,3104.51566879805,3377.05112661188,3650.85722618158,4157.87940249166,4545.29312196367,5169.06242530316,5860.35839090633,6810.19084575205,7132.20527273598,6986.00455062308,7564.06307018208,8360.29720703065,9826.05275341086,10611.7741169939,11575.547210705,12089.1694050447,12858.4834001898,13589.7073915159,14595.6306437119,15623.1529588881,14732.402156014
"DEU","Germany",23552.2533168405,24071.8978026703,24572.6884223156,25345.0644636765,26291.2110793898,27199.0440906856,28368.543282612,29178.6374658122,29908.1395291325,31333.8363031281,31794.0960095207,34160.3449318802,36287.4822419008,37802.3874303197,36815.8440540696,38952.6946021004,42541.5310884096,43359.6148271723,44993.8927459315,47011.5510935131,47609.7810045816,50579.6839299266,53071.4555699913,55235.366304833,55652.8874913932,54844.5459733622
"GHA","Ghana",1494.63888508718,1551.17016078577,1604.15012184818,1656.98810178837,1712.40852187171,1771.53655479376,1837.24933729614,1903.1467390689,1989.76621591995,2104.81052490528,2241.28661214251,2394.92984801893,2500.80421792671,2711.87535105244,2792.96783421253,2973.83342186826,3379.48459855514,3781.86552893947,5294.82002761066,5568.23595709396,5206.02887134007,4992.73033905348,5115.90675022862,5442.8721471509,5774.3338132172,5744.43234431768
